Address,Sold_Price,Year_built,Total_interior_livable_area,Total_spaces,Garage_spaces,Elementary_School_Distance,Middle_School_Distance,High_School_Distance,Annual_tax_amount,Last_Sold_Price
'208 W Bennett St',2.569591,1955,1274,0,0,0.2,?,0.6,2.2021,?
'5647 Shadow Ridge Dr',2.644604,1972,2711,2,2,0.9,0.7,2.2,2.332807,776000
'6038 Carlton Way APT 402',2.61773,2007,1390,2,2,0.5,0.4,1.2,2.32552,700000
'1836 Daltrey Way',2.649348,1976,2585,2,2,0.6,0.4,2.4,2.342437,765000
'0 Laureles Grade Parcel A #&-B',2.53192,?,?,?,?,4.6,3.3,9.9,?,?
'1844 Elwood St',2.571599,1950,1642,1,1,0.4,0.2,0.2,2.247384,348000
'344 Seville Way',2.701181,1937,2500,1,1,0.4,0.3,0.3,2.431076,2675000
'10952 Wilmington Ave',2.598566,2014,?,0,0,0.2,0.5,?,2.285969,?
'3806 Kenwood Ave',2.657021,1948,1840,0,0,0.4,0.2,0.5,2.185706,?
'6654 Leyland Park Dr',2.682831,1971,3087,3,3,0.6,0.5,2,2.398747,1560000
'855 Folsom St APT 523',2.653056,2001,1396,1,1,?,?,?,2.391465,1450000
'6800 7th St',2.529126,1962,1056,1,1,1.3,0.2,0.6,2.168135,165000
'527 Heather Pl',2.595705,1999,3243,8,8,1.4,?,1.1,2.260301,485000
'128 E 54th St',2.621226,1963,4186,4,4,0.1,0.5,?,2.330124,830000
'2238 Schott Ct',2.644056,2000,1400,2,2,0.5,3.5,3.4,2.303627,603000
'1121 Clayton Rd',2.622833,2005,2028,1,1,0.3,1,0.9,2.344497,765000
'1483 Shore Dr',2.656567,2014,2139,2,2,0.7,2.5,1.4,2.369614,?
'3296 Denton Way',2.539716,1965,1296,2,2,0.5,?,0.8,2.315287,550000
'1470 Westerly Ter',2.642945,1926,1420,0,0,0.3,0.9,1.4,2.340577,800000
'38 Mountain View Rd',2.570401,?,?,?,?,2,6.2,4.3,?,?
'786 Palo Alto Ave',2.674746,1923,979,0,0,0.7,1.8,1,2.36547,995000
'6142 Outlook Ave',2.618379,1924,1522,0,0,0.4,?,0.7,2.29329,515000
'14751 Highway 26',2.455537,?,?,?,?,5.8,?,12.3,2.123547,50000
'410 S Barrington Ave APT 304',2.63364,1985,1939,0,0,?,1.8,1,2.311487,540000
'1112 Sultana Dr',2.61608,1960,1368,2,2,0.2,?,0.3,2.316786,535000
'1445 Isabelle Ave',2.675771,1953,1084,2,2,0.4,0.4,1.8,2.3522,?
'215 Roberts Rd',2.64328,1984,1620,0,0,0.5,?,6,2.327338,?
'10160 Mello Pl',2.6896,1968,2002,2,2,0.5,0.7,0.7,2.15625,?
'617 Lillian Way',2.687714,1930,2150,2,2,0.8,0.6,2,2.406719,1835000
'1533 Princeton St APT 1',2.625429,1967,1279,0,0,0.4,1.2,1.6,2.211604,160000
'216 Park Ln',2.80315,1920,3300,0,0,1.2,0.6,1.8,2.539349,10200000
'2625 W Avenue 35',2.633317,1954,?,0,0,0.6,?,?,2.257434,303000
'2025 Greenwood Ave',2.678915,1951,1420,2,2,0.4,0.4,1.5,2.344002,840000
'78 Logan Ln',2.81536,1918,12783,3,3,0.5,?,2.5,2.530583,6080000
'829 Lurline Dr',2.683586,1965,2100,0,0,0.3,0.6,4.7,2.397101,1825000
'70 Gresham Ln',2.801678,2017,9836,0,0,0.8,?,2.2,2.5136,2900000
'520 Chestnut St APT 102',2.640374,2006,?,1,1,0.3,0.1,0.7,2.360092,1098000
'410 Geraldson Rd',2.605533,1995,2788,2,2,0.8,?,5.3,2.237868,236500
'3134 Lyon St',2.70888,1927,3180,2,2,0.9,?,1.2,2.166028,?
'5722 Meridian St',2.625937,1909,1400,1,1,0.1,?,0.5,2.296446,620000
'457 Hill St',2.695219,1900,1816,1,1,0.4,?,0.5,2.428114,2325000
'829 N Martel Ave UNIT 4',2.647544,2018,1750,2,2,0.7,?,0.6,2.364429,1230000
'2828 W Via Verde Dr',2.576863,1990,2387,0,0,0.3,1,2.2,2.247807,?
'4565 E 53rd St',2.566256,1923,1123,0,0,0.2,1,1.1,2.271178,385000
'1957 Laughlin Park Dr',2.746113,1922,3802,4,4,1,1.1,2.2,2.469947,1617000
'1926 9th Ave',2.654718,1924,2110,1,1,0.5,?,0.7,2.13882,?
'1019 W 60th Pl',2.594114,1925,2178,1,1,0.3,0.1,0.3,2.286072,500000
'11064 Mcgirk Ave',2.579461,1962,1168,2,2,0.2,?,0.6,2.262667,?
'841 Bruce Dr',2.688636,1946,1419,1,1,0.8,1.1,2,2.06797,?
'303 Tradewinds Dr APT 4',2.565398,1970,959,1,1,0.5,?,0.5,2.249262,295000
'32 Metro Ln',2.581541,1998,1317,1,1,1.2,0.5,2.1,2.277613,500000
'151 Buckingham Dr UNIT 209',2.600689,1969,1028,2,2,1.2,2.1,3,2.289979,530000
'16209 Sierra Way',2.557167,1997,1920,2,2,2.7,11.2,11.2,2.223298,289000
'408 Kellems Ln',2.534612,2006,1651,0,0,4.4,?,?,2.149277,169000
'10350 Ballico Ave',2.629317,1997,2330,2,2,1,?,4.2,2.303761,525000
'38 N Almaden Blvd UNIT 1003',2.60224,2008,868,0,0,0.7,1.7,1.8,2.259302,347250
'666 N 20th St',2.623585,1956,1674,2,2,0.3,1.3,0.7,2.228889,?
'3061 W 12th Pl UNIT 102',2.566936,2008,730,2,2,0.1,0.6,1.3,2.239043,330000
'3513 Country Tree Ct',2.654718,2001,2982,2,2,0.4,0.2,1.1,2.352517,?
'1056 Martis Lndg',2.626153,1975,2528,2,2,6.3,4.8,6.1,2.301066,?
'131 N East St',2.561583,1951,600,0,0,0.6,?,0.4,?,?
'22577 White Cloud Ln',2.59693,2000,2100,3,3,3.1,?,1.3,2.267768,590000
'14051 Hooper Ct',2.52005,1976,1264,1,1,0.5,?,8.9,2.141421,?
'110 Stanford Way',2.594687,1981,726,0,0,?,?,2,2.307566,570000
'489 Ebken St',2.612654,1957,800,0,0,0.6,?,5.8,2.272658,?
'227 E 80th St',2.561034,1969,?,0,0,0.4,0.7,0.2,2.089707,?
'722 Ellsworth St',2.546761,1945,993,0,0,0.2,?,?,2.317626,650000
'869 Candlewood Dr',2.681293,1960,1477,2,2,0.7,1.3,0.5,2.372807,1130000
'2404 Don Pedro Rd',2.537209,1940,852,0,0,0.2,?,0.4,2.104095,73000
'225 Cattail Rd',2.60224,1998,2187,3,3,3.1,1.2,1.5,2.234304,?
'2935 Acton St',2.612213,1924,1513,1,1,1,1.8,1.1,2.220037,?
'5329 Highway 4',2.571757,1980,3149,4,4,4.8,0.9,13.6,2.209518,?
'5158 Village Grn #1/2',2.588116,1942,961,0,0,0.5,1.9,0.8,?,500000
'247 N Capitol Ave UNIT 288',2.557167,1977,777,0,0,?,0.4,0.7,2.235043,249000
'5245 Hub St',2.604749,1923,988,2,2,0.3,?,0.2,1.981794,?
'156 Peterson Ave',2.647282,1932,800,0,0,0.7,1.6,1.4,?,?
'464 Dempsey Rd UNIT 166',2.567609,2007,842,0,0,0.5,0.9,1.7,?,415000
'963 Shauna Ln',2.695219,1951,1672,2,2,0.3,0.7,0.5,2.163669,?
'7645 Pickoi Cir',2.545633,1980,1417,2,2,0.4,0.2,1.9,2.115987,?
'335 10th Ave',2.648581,1986,1480,2,2,0.8,2.5,0.8,2.340294,915000
'1006 Ginger Ln',2.64649,1960,2006,2,2,0.9,0.5,0.5,2.250501,?
'2664 Mozart Ave',2.60121,1961,1043,1,1,1.3,?,1.1,2.266701,177750
'451 Santa Rosa Dr',2.710861,1987,4500,3,3,0.9,1.6,2.2,2.447967,?
'1350 Luella Dr',2.595929,1987,1740,8,4,0.3,1.5,1.1,2.257534,?
'3334 Madera Ave',2.603756,1923,660,0,0,0.3,?,?,2.023567,?
'13580 Depot St',2.60717,1925,722,0,0,0.1,?,4,2.267912,375000
'2225 Shelter Creek Ln',2.580166,1972,680,0,0,0.6,?,1.5,2.257313,460000
'266 County Road 107',2.621957,1945,?,?,?,2.6,?,2.6,2.242744,?
'11600 Rose St',2.452494,1987,1056,0,0,2.5,?,6.1,2.13174,115000
'3371 Bennett Dr',2.66076,1936,1973,3,2,0.4,2.6,1.9,2.335154,750000
'1150 W Cedar St',2.526223,1960,1507,0,0,0.9,?,0.6,2.17739,167000
'10 Hibbert Ct',2.642382,1948,1340,0,0,3.3,?,3,2.236852,775000
'1190 Campbell Ave',2.641815,2006,1565,2,2,1.1,1,1.2,2.311005,550000
'590 Lombard St',2.672999,1926,?,1,1,0.3,0.1,?,?,?
'1686 39th Ave',2.635857,1941,1050,1,1,0.3,0.3,1.2,2.147474,?
'3566 18th St',2.632667,1917,1175,1,1,0.5,0.4,0.2,2.360638,1100000
'135 Bonita Ave',2.533279,1977,1755,2,2,0.4,0.9,0.9,2.212119,159000
'489 Fenley Ave',2.655649,1955,1966,2,2,0.5,1.1,2,2.345235,750000
'639 Sharp Park Rd',2.625064,1985,1600,0,0,2.7,?,3.8,2.329293,652000
'6142 Oneida Dr',2.631013,1968,1342,2,2,0.5,?,0.2,2.28978,279000
'1449 S White Rd',2.613959,1950,1434,2,2,0.6,0.5,1.5,2.341308,177500
'73 Deer Run Cir',2.600165,1988,1360,2,2,0.4,?,1.6,2.326387,585000
'15185 Bellini Way',2.626869,2004,2042,2,2,0.7,2.3,4.2,2.318178,658500
'2380 Oak Leaf Ln',2.594114,1985,2065,2,2,?,?,6.9,2.244069,345000
'309 Tradewinds Dr APT 14',2.562037,1970,722,1,1,0.5,?,0.5,2.256323,330000
'421 N Lomita St',2.61608,1939,1188,2,2,0.2,0.8,0.6,2.274199,490000
'13 Ward Placer Pl',2.543324,1979,4558,2,2,3,?,2.4,2.22048,177522
'6324 Baseline Dr',2.638902,1994,2200,2,2,1.4,1.1,3.9,2.327432,764000
'5177 Cribari Knls',2.572308,1970,1223,1,1,1.7,1.1,2.4,2.241518,280000
'1358 Oakland Rd SPC 70',2.5232,2007,1344,0,0,1.2,?,2,?,?
'6070 Manzanita Ct',2.506696,1976,2016,5,5,5.2,?,12,2.134656,?
'165 Blossom Hill Rd SPC 174',2.526223,1997,1368,0,0,0.6,?,0.9,?,?
'1523 S Orange Dr',2.644604,1928,1989,0,0,0.5,?,1.1,2.325988,735007
'234 S Gale Dr APT 305',2.620133,1989,1421,0,0,0.5,?,2.5,2.292549,?
'209 Berry Way',2.48083,1963,1460,2,2,2.2,2.2,2.3,2.127722,125000
'20314 Northglen Sq',2.635231,1973,1062,2,2,0.6,1.9,1.1,2.139998,?
'202 Aguirre Way',2.603254,1991,1673,0,0,0.5,1.3,1.6,2.306225,549000
'175 Chaparral Rd',2.663275,2005,3475,2,2,0.8,11.4,7.1,2.351099,?
'2405 Lincoln Ave',2.669358,1958,2110,0,0,0.1,?,1.2,2.168482,?
'2265 Caballo Ranchero Dr',2.710666,2018,3771,3,3,1.7,1.7,1.8,2.436807,1550000
'7400 Pyramid Pl',2.688636,1947,1411,2,2,0.7,2.4,1.8,2.370309,580000
'540 Ripley Cir',2.575076,1997,1888,0,0,0.4,0.5,0.6,2.21571,193000
'2200 Gellert Blvd APT 6404',2.624329,2006,1082,0,0,0.8,0.5,1.6,2.272914,450000
'814 Miller Ave',2.659464,1939,2000,2,2,0.7,0.2,0.8,2.348294,1075000
'17506 Vineland Ave',2.69884,1993,2718,2,2,0.4,7.6,1.3,2.425234,2275000
'7946 S Coronado Trl',2.472277,2007,1015,0,0,9.8,?,?,1.961709,133000
'420 E Newmark Ave APT B',2.578029,1972,1232,0,0,0.4,?,0.7,2.249174,305000
'886 Burnett Ave',2.651598,0,?,2,2,0.4,?,?,2.346894,900000
'953 Channing Ave',2.681293,1924,1605,1,1,0.3,1.1,1,2.337089,575000
'3816 Watseka Ave',2.705575,1926,?,0,0,0.3,1.1,1.1,?,?
'366 W Steelhead Rd',2.638902,2001,2847,5,5,12,?,12.3,2.299458,?
'85 Baywood Ave',2.711636,1988,3730,0,0,0.7,1,0.9,2.384256,?
'1763 S Garth Ave',2.654942,1932,1723,0,0,0.3,3.7,1,2.362155,?
'753 Shawnee Ln',2.642664,1968,2074,2,2,0.5,?,1,2.349007,900000
'45 Sausal Dr',2.704505,1957,3200,0,0,?,?,4.5,2.431529,2265000
'2500 Panorama Ter',2.661037,1939,1740,0,0,0.3,0.8,0.4,2.345867,770000
'465 Brisa Suave Cmn',2.635608,2006,2045,2,2,0.9,2.4,2,?,790000
'300 Berry St UNIT 617',2.618942,2009,770,1,1,0.8,2.7,0.4,2.303688,521000
'22442 Carnoustie Ct',2.694843,1964,2497,2,2,1.1,1.1,0.7,2.412279,1880000
'115 S King Rd',2.58874,1920,768,0,0,0.8,2.9,1.1,2.131175,?
'64 Playa Azul',2.659246,1988,1800,1,1,?,?,?,2.357713,?
'44 S 16th St',2.63034,1998,1689,2,2,0.7,1.8,0.5,2.321119,651000
'3477 Carmona Ave',2.545633,1948,624,1,1,0.2,2.6,1.3,2.087927,74458
'4766 Canela Way',2.642382,2004,2218,2,2,0.6,2.2,0.6,2.354107,1111000
'4688 Holycon Cir',2.641242,1973,2263,2,2,0.6,?,1.6,2.282101,254000
'49 Guerrero St',2.659899,1908,?,1,1,0.6,0.5,?,?,?
'729 E 118th St',2.603756,1940,2200,0,0,0.1,0.7,?,2.252552,365000
'256 Upland Rd',2.664296,1962,1830,2,2,0.5,?,2.6,2.302448,950000
'115 Melba Ct',2.640024,1981,2160,0,0,1,0.9,3.5,2.32135,385000
'114 Red Mountain Ct',2.557167,2004,1930,2,2,0.4,?,0.7,?,?
'1362 Shawn Dr UNIT 3',2.573629,1970,903,1,1,0.5,0.4,0.8,2.280906,500000
'2548 Laurel Pass Ave',2.667457,1958,1745,0,0,0.2,3.4,2.6,?,?
'2206 Wexford Ave',2.632993,1973,1670,2,2,0.4,0.7,1.5,2.139672,?
'3530 Altamont Way',2.66389,1960,1510,2,2,0.6,?,1.8,2.103639,?
'510 Meadow Ave',2.672287,1959,1504,4,4,1,1.3,0.8,2.112251,?
'3733 Darshan Ct',2.678103,2020,4059,0,0,1.1,0.9,0.7,?,?
'1623 18th St',2.630677,1995,1102,1,1,?,?,0.1,2.349409,988800
'780 Sea Spray Ln APT 109',2.635857,1983,1499,1,1,1.7,2.1,2.4,2.283038,390000
'85 Uranus Ter #A',2.631013,1900,1000,0,0,0.6,1,?,2.350496,945000
'321 S San Vicente Blvd APT 602',2.589358,1976,947,0,0,0.5,2.6,1.3,2.269885,429000
'950 Columbus Ave APT 9',2.629317,1984,1161,1,1,0.5,0.2,0.6,2.312399,600000
'1248 Lida St',2.660331,1937,2110,2,2,1,1.9,1.2,2.357454,1220000
'12424 Aneta St',2.643502,1954,1612,5,2,0.2,0.6,2.2,2.348072,389000
'4182 Jackson Ave',2.649855,1947,?,0,0,0.4,0.7,0.7,2.36728,?
'403 N Palm Dr #2',2.684332,1983,3025,0,0,0.7,?,1.5,2.380629,?
'1016 Crestwood Dr',2.633801,1954,1470,2,2,0.3,0.3,0.6,2.32159,712000
'980 Kiely Blvd UNIT 227',2.555202,1971,622,1,1,0.5,1.1,0.2,2.119991,?
'246-248 27th Ave',2.678103,1922,2996,0,0,0.3,0.3,0.5,?,?
'4437 1/2 Lockwood Ave',2.575826,1922,?,0,0,0.1,0.8,1.5,?,935000
'6206 Mount Angelus Pl',2.609832,1924,1052,0,0,0.3,?,0.8,2.318416,757000
'97 Erstwild Ct',2.720586,1950,2628,2,2,0.3,0.5,1.3,2.356753,?
'2601 E Victoria St SPC 237',2.478083,1978,2064,4,4,?,?,?,?,110000
'614 San Conrado Ter UNIT 5',2.613959,1985,1078,1,1,0.7,0.2,2.7,2.19889,?
'2250 Monroe St APT 105',2.580166,1987,716,0,0,0.3,1.6,1.6,2.278724,?
'1483 Dolphin Dr',2.651401,1978,2660,3,3,0.3,?,1.6,2.364533,1050000
'1951 N Beachwood Dr APT 204',2.604254,2006,1280,0,0,0.1,0.8,1.2,2.300158,600000
'8315 S Central Ave',2.598025,1964,3360,8,4,0.3,0.6,?,2.277061,440000
'2614 Jackson St',2.752803,1899,5240,1,1,0.3,1.4,0.6,2.42188,1575000
'18831 Colony Cir',2.667842,1971,4689,6,2,0.9,1,0.8,2.3497,?
'404 Napa Ave',2.594114,1951,1878,2,2,0.4,2.8,2.9,2.295263,520000
'155 Timber Lodge Rd',2.560942,1980,1892,0,0,1.1,1.1,7.4,2.206814,160000
'599 Park Meadow Dr',2.674053,1965,2239,2,2,0.3,1.3,1.2,2.380187,1251000
'121 Fairchild Dr',2.647019,2016,1753,2,2,2.1,1.5,2.9,2.371773,1310000
'1156 Treat Ave #C',2.635857,1898,1034,1,1,0.2,1.2,0.5,2.362726,1166000
'2721 Burkshire Ave',2.629317,1950,928,1,1,0.3,0.6,1.7,2.336305,880000
'0 Jamawag Dr',2.448519,?,?,?,?,1.1,3.2,1.5,?,?
'294 Gable Dr',2.534612,2013,1320,2,2,1.7,?,0.8,2.166785,80000
'3830 Liberty Ln',2.485287,1978,1388,0,0,2.5,?,6.8,2.091152,84000
'201 E 60th St',2.552151,1922,676,1,1,?,0.5,?,2.243094,225000
'1390 Saddle Rack St APT 327',2.609001,2004,1311,2,2,1,1,0.9,2.296393,?
'152 Monte Villa Ct',2.621303,1984,1360,2,2,?,1.6,3,2.305487,557500
'3311 Smith St',2.647282,1937,?,0,0,0.1,0.5,1.9,?,?
'32737 Maverick Dr',2.557167,1972,2600,6,6,2.8,?,11.7,2.21073,?
'481 Avenida Papalote',2.479743,2001,1310,0,0,?,3.3,0.6,1.862904,?
'1390 Bali Ct',2.598437,1972,1042,1,1,0.2,?,0.7,2.314695,485000
'2169 Embarcadero Way',2.529126,2011,1576,2,2,6.2,9.3,6.3,?,276000
'500 Molino St STE 104',2.625792,1923,1370,0,0,?,1.4,1.4,?,?
'7060 Shoup Ave UNIT 199',2.537717,1977,670,2,2,?,0.9,0.6,2.219115,280000
'302 Livermore Ter',2.625198,1931,1186,2,2,0.4,?,0.7,2.099822,?
'1746 Jonathan Ave',2.691352,2013,2778,2,2,1.4,0.8,0.8,2.40106,1635000
'24931 Oneonta Dr',2.743306,2005,6337,4,4,1.5,?,1.9,2.477958,3599750
'88 King St UNIT 521',2.640954,2000,1145,1,1,1.3,3.3,0.8,2.348323,825000
'1370 Lansing Ave',2.635857,1964,1232,2,2,0.1,0.6,0.4,2.295797,?
'12428 Elva Ave',2.565398,1942,1172,0,0,0.3,?,0.3,2.277272,214305
'1244 Homewood Ave',2.691352,1973,2508,0,0,1.6,0.9,0.7,2.386167,1620000
'1255 Dorchester Ln',2.643502,1961,1420,1,1,1,1.5,0.2,2.264305,245000
'2775 Birch Ave',2.574318,1989,2600,2,2,2.6,?,10.8,2.198191,?
'1400 El Camino Real APT 232',2.611323,1995,1190,2,2,0.4,0.5,0.3,2.277726,455000
'555 Palm Ave APT 201',2.631347,1975,1396,0,0,0.8,0.2,0.7,2.32745,1425000
'6518 Makee Ave',2.610422,1929,3288,6,6,0.3,0.4,?,2.307636,?
'57 Citation Dr',2.645149,1973,1264,2,2,0.4,1.2,1.7,2.378903,?
'141 Mountain Springs Dr #141',2.5232,1977,1440,0,0,2.3,?,2.1,?,?
'1458 Glen Canyon Rd',2.505284,1944,1072,4,4,2.1,2.9,2.4,2.229186,625000
'1672 Briarcrest Ct',2.637397,1985,1599,2,2,?,?,?,2.335693,?
'824 Cape May Pl',2.640083,1978,2533,2,2,0.7,1.9,0.5,2.298469,195000
'5718 Goldfield Dr',2.638902,1968,2384,2,2,1,?,0.2,2.287189,?
'8002 Rayford Dr',2.694338,2006,4179,3,3,0.3,?,2.4,2.411618,1750000
'452 W Avenue 46',2.641815,1983,2264,0,0,0.7,2.1,?,2.24453,243000
'2727 Dicturn St',2.645957,1963,1760,2,2,0.1,?,1.4,2.283312,487000
'2062 Santa Ana N',2.544488,1995,1847,0,0,0.2,0.7,?,2.208459,165000
'580 Funston Ave',2.696457,1912,2840,1,1,0.5,0.8,1,2.41153,1700000
'1827 W 24th St',2.649855,1920,?,0,0,0.4,1.5,0.9,2.311263,?
'6286 Dogtown Rd',2.478083,1975,720,0,0,3.8,?,6.1,2.126324,135000
'9869 Stephens St',2.490934,1940,1241,0,0,0.2,0.8,0.9,2.16506,120000
'4621 Wesley Ave',2.599636,1923,2749,0,0,0.1,?,0.6,2.310746,249000
'841 W 138th St',2.572777,1954,1021,0,0,0.1,0.5,1,2.275119,316000
'6037 Arcaro Dr',2.521642,1994,1116,2,2,0.2,0.8,0.4,2.234355,237000
'460 Francisco St APT 102',2.601727,1982,585,1,1,0.4,0.1,0.7,2.324404,3300
'2 Wawona St',2.684332,1926,1808,2,2,0.1,0.3,1,2.359503,?
'307 Roselake Ave',2.632667,1906,2540,8,2,0.1,1.3,0.7,?,?
'1300 Regency Way #71',2.524727,1974,656,0,0,1.3,?,6,2.158837,?
'657 Modern Ice Dr',2.609508,2007,1507,0,0,1.4,0.8,1.4,2.280089,400000
'2102 Century Park Ln APT 215',2.613639,1985,1320,0,0,1.3,?,3.2,2.271438,?
'2222 Paseo Tumacacori',2.52005,2004,1658,2,2,6.7,9.7,6.8,?,?
'2306 W 23rd St',2.620133,1919,1602,0,0,0.3,0.9,1.6,2.340246,876000
'11840 N Park Ave',2.665499,1948,1253,0,0,0.4,1.1,1.3,2.308183,499000
'40 Manzanita Ct',2.689326,1962,1960,0,0,0.6,0.6,0.7,2.158401,?
'1613 W Whitmore Ave',2.537717,1977,1152,1,1,0.4,0.9,4.6,2.17421,56000
'1134 E 49th St',2.603956,1912,2083,0,0,0.2,0.4,?,2.284282,359500
'1352 Sprig Ct',2.679718,1967,2295,2,2,0.4,0.4,1.4,2.153023,?
'2885 Berryessa Rd',2.626869,1970,1546,2,2,0.6,0.8,0.8,?,600000
'1821 Fairburn Ave APT 301',2.642382,2006,1849,0,0,0.5,?,2.2,2.363857,1143000
'13993 Middle Fork Rd',2.509712,1958,576,0,0,6,7.2,8.4,2.046621,80000
'408 Shadowgraph Dr',2.585565,1987,871,0,0,0.6,1.6,1.5,2.276865,?
'105 8th St',2.663481,1972,2500,2,2,0.7,?,?,2.343559,1100000
'5852 Hereford Dr',2.563649,1952,864,3,3,1,?,1.7,2.207724,?
'462 N Orlando Ave',2.683134,1925,2019,0,0,0.2,2.3,0.8,2.41937,737000
'825 W Hillsdale Blvd',2.675431,1973,2450,0,0,0.8,0.4,0.2,2.410345,2100000
'44 Chestnut Ave',2.73127,2001,4285,3,3,0.3,?,2.5,2.465572,3400000
'4420 Richard Dr',2.594687,1966,1658,2,2,?,?,?,2.254498,158000
'2002 Sunnyview Ln',2.676446,2019,3386,0,0,0.2,0.9,0.9,?,?
'1046 Rudder Ln',2.647544,1990,1530,2,2,1.3,0.9,5.1,2.300386,510000
'261 Arleta Ave',2.62418,1926,1080,2,2,0.3,0.3,0.5,2.096846,?
'825 Corvallis Dr',2.694083,1961,2168,2,2,1,0.8,0.6,2.248911,?
'2040 Alemany Blvd',2.626512,1939,1285,1,1,0.8,0.2,0.1,2.34162,900000
'152 Ramona Rd',2.652331,1930,1339,0,0,?,?,?,2.387966,1120000
'2941 Muirfield Cir',2.643502,1963,1440,0,0,0.4,0.3,2,2.079141,?
'764 Guerrero St',2.669358,1916,1958,1,1,0.8,?,0.3,2.391063,1300000
'2395 Lakeview Loop',2.489741,1993,1520,2,2,21.7,21.6,21.3,2.092274,?
'2032 Kem Ave',2.478083,1970,1172,2,2,1.1,1.1,1.2,2.073755,80000
'2103 Emory St',2.663481,1962,2256,2,2,0.8,0.9,0.8,2.392932,1575000
'1920 Ocean Ave APT 2G',2.599636,1987,801,1,1,0.6,0.3,1.3,2.268378,350000
'980 Kiely Blvd UNIT 225',2.553182,1971,622,1,1,0.5,1.1,0.2,2.166129,132000
'18544 Poppy Jasper Ln',2.609508,2008,1773,2,2,1,8.3,1,2.297808,605000
'3051 Tyburn St',2.613959,1923,650,1,1,0.4,?,?,2.305725,630000
'1001 17th St UNIT 403',2.637397,2016,1090,0,0,0.3,2.6,0.5,?,?
'95 Paloma Dr',2.638304,1996,2365,2,2,1.2,8,1,2.356907,1200000
'706 Santa Cecilia Ter',2.667457,2020,2034,2,2,0.6,0.5,2.7,?,?
'2081 Bald Mountain Rd',2.496412,1971,972,2,2,5.5,?,20,2.114756,120742
'117 Rosemont Ave #3/4',2.552151,1927,591,1,1,0.3,1.2,0.7,?,?
'195 Blossom Hill Rd LOT 219',2.533279,1996,1596,0,0,0.5,?,0.5,2.03131,?
'216 S 20th St',2.609967,1915,1168,2,2,0.3,2.2,0.6,2.318136,?
'10589 Culbertson Dr',2.693956,2019,1890,2,2,0.2,0.5,0.4,2.428626,1730000
'2207 S Dunsmuir Ave',2.620915,1931,?,0,0,?,?,?,2.310836,650000
'3414 Victoria Ave',2.641928,1954,1068,1,1,0.2,1.1,0.6,2.047835,?
'9432 Canyon Dr',2.553182,2015,1514,6,2,20.2,33.6,30.2,2.223584,326000
'8833 Cynthia St',2.748268,2009,?,11,11,0.2,2.9,1.5,?,?
'3810 Coronado Way',2.637489,1959,1160,0,0,0.9,?,3.9,2.3219,735000
'64 Culton Ln',2.493264,1996,3603,2,2,9,11.5,9.2,?,156500
'161 Elm Rd',2.645957,1935,2366,0,0,0.9,?,10.4,2.361193,870000
'1735 Croner Ave',2.726992,2005,3334,2,2,0.6,0.4,2.1,2.425536,2285000
'736 Lane St',2.490934,1959,1180,0,0,0.4,?,0.7,1.985954,?
'32 Thurles Pl',2.654718,1989,1736,2,2,?,?,1.4,2.339873,775000
'1620 Broadway APT 3',2.615661,1900,849,0,0,0.2,0.8,0.5,?,?
'201 Eureka St',2.632667,1917,927,1,1,0.4,?,0.7,2.226036,?
'38 Laconheath Ave',2.628557,1999,2133,1,1,?,?,4.1,2.320079,395000
'425 S Monroe St',2.649855,1997,1739,2,2,1.2,0.8,1.4,2.360855,595000
'1355 Hillcrest Blvd',2.669731,1941,1600,0,0,1,0.6,1.1,2.386937,1700000
'2917 W 76th St',2.606692,1927,1512,0,0,0.6,0.3,?,2.281498,520000
'1445 S Redondo Blvd',2.622072,1925,1437,0,0,0.4,?,2.3,2.199911,150000
'2857 S Bascom Ave #105',2.591539,1984,841,0,0,?,0.7,2.6,2.216389,202000
'818 Delmas Ave',2.614388,1962,1450,2,2,0.2,2.1,2.1,2.288378,?
'518 Anderson St',2.674746,1910,1836,1,1,0.2,?,?,2.324868,1100000
'6618 Stafford Ave',2.603756,1921,2603,10,3,0.1,0.2,?,2.242062,?
'8265 Mannix Dr',2.655185,2004,2000,5,5,0.7,2.4,1.6,2.294969,419000
'790 Delmas Ave',2.623585,1908,1680,0,0,0.2,2,2,2.35107,970000
'2687 Birchtree Ln',2.687319,1973,2183,2,2,1,1.9,1.1,2.353379,835000
'1448 Clarita Ave',2.655185,1950,1648,3,3,0.3,1,2,?,229000
'3390 Tracy Dr',2.624255,1957,1265,1,1,0.1,1.7,1.3,2.397963,1800000
'163 Ruby Ave',2.66203,1948,1250,0,0,0.3,0.9,1.3,2.338115,787500
'1434 S Point View St UNIT 101',2.594114,1991,1070,2,2,0.4,4.3,1.6,2.296009,586000
'2630 Orchard St SPACE 26',2.551315,2002,1328,0,0,0.6,0.5,3,1.985185,?
'21905 Hyannisport Dr',2.68507,1968,1571,2,2,0.3,0.5,0.2,2.419663,2200000
'1192 Kelsey Dr',2.679718,1957,1472,2,2,0.6,0.3,1.3,2.108469,?
'11790 Bottcher Loop',2.48083,?,?,?,?,4.5,0.7,3.3,2.269073,51500
'219 Brannan St UNIT 4B',2.61177,2000,723,1,1,?,?,0.8,2.294633,408000
'12312 Slater Ave',2.560017,1945,858,0,0,0.3,?,0.4,2.198669,?
'2319 Funston Ave',2.657021,1931,1275,0,0,0.3,0,0.7,2.379829,?
